order_id,delivery_date,delivery_days,delivery_status,return_status,return_reason,refund_amount
506014,2025-04-30,4,On Time,No Return,Unknown,0.0
506015,2025-11-10,5,Late,No Return,Unknown,0.0
506016,2025-04-13,8,Late,No Return,Unknown,0.0
506017,2024-05-21,4,On Time,Returned,Quality Issue,1029.6
506018,2025-04-01,6,On Time,No Return,Unknown,0.0
506019,2024-11-23,4,Late,No Return,Unknown,0.0
506020,2025-04-23,6,Late,No Return,Unknown,0.0
506021,2025-09-13,8,Late,No Return,Unknown,0.0
506022,2025-04-29,8,Late,Returned,Wrong Item,873.01
506023,2024-07-13,2,On Time,No Return,Unknown,0.0
506024,2024-11-06,4,Late,No Return,Unknown,0.0
506025,2025-07-01,6,On Time,No Return,Unknown,0.0
506026,2024-08-09,1,On Time,No Return,Unknown,0.0
506027,2024-06-27,7,Late,No Return,Unknown,0.0
506028,2024-06-09,1,On Time,No Return,Unknown,0.0
506029,2024-06-23,3,On Time,No Return,Unknown,0.0
506030,2024-03-06,3,On Time,No Return,Unknown,0.0
506031,2025-08-02,7,Late,Returned,Quality Issue,4896.16
506032,2024-03-09,4,Late,Returned,Late Delivery,6154.57
506033,2024-06-24,7,Late,No Return,Unknown,0.0
506034,2024-03-28,7,Late,No Return,Unknown,0.0
506035,2024-10-01,7,Late,No Return,Unknown,0.0
506036,2025-01-21,7,Late,No Return,Unknown,0.0
506037,2024-03-18,5,Late,No Return,Unknown,0.0
506038,2024-12-02,5,On Time,No Return,Unknown,0.0
506039,2024-07-12,6,On Time,No Return,Unknown,0.0
506040,2024-01-30,5,Late,No Return,Unknown,0.0
506041,2024-08-18,3,On Time,No Return,Unknown,0.0
506042,2024-05-03,6,On Time,No Return,Unknown,0.0
506043,2025-03-27,7,Late,No Return,Unknown,0.0
506044,2024-04-23,6,On Time,No Return,Unknown,0.0
506045,2024-09-02,4,On Time,No Return,Unknown,0.0
506046,2025-09-07,5,On Time,No Return,Unknown,0.0
506047,2025-06-22,5,On Time,No Return,Unknown,0.0
506048,2025-04-28,3,On Time,No Return,Unknown,0.0
506049,2025-05-22,5,Late,No Return,Unknown,0.0
506050,2025-05-17,5,Not Delivered,No Return,Unknown,0.0
506051,2024-02-29,4,Late,No Return,Unknown,0.0
506052,2024-06-03,6,On Time,No Return,Unknown,0.0
506053,2024-11-11,5,Late,No Return,Unknown,0.0
506054,2025-07-12,7,Not Delivered,No Return,Unknown,0.0
506055,2025-10-26,3,On Time,No Return,Unknown,0.0
506056,2024-05-05,5,On Time,No Return,Unknown,0.0
506057,2024-01-29,3,On Time,No Return,Unknown,0.0
506058,2024-04-25,4,On Time,No Return,Unknown,0.0
506059,2025-05-31,6,On Time,No Return,Unknown,0.0
506060,2024-01-27,4,Late,No Return,Unknown,0.0
506061,2025-11-16,5,Late,No Return,Unknown,0.0
506062,2024-09-24,4,Late,No Return,Unknown,0.0
506063,2024-05-03,8,Not Delivered,No Return,Unknown,0.0
506064,2025-04-28,4,On Time,Returned,Changed Mind,1813.85
506065,2024-11-07,5,On Time,No Return,Unknown,0.0
506066,2024-08-25,7,Late,Returned,Damaged,2566.27
506067,2025-12-05,4,Late,No Return,Unknown,0.0
506068,2025-05-11,5,Late,Returned,Quality Issue,1379.36
506069,2024-05-03,4,On Time,No Return,Unknown,0.0
506070,2024-10-14,2,Late,Returned,Late Delivery,5662.08
506071,2025-02-13,3,Late,No Return,Unknown,0.0
506072,2024-12-28,5,On Time,No Return,Unknown,0.0
506073,2024-06-04,4,On Time,No Return,Unknown,0.0
506074,2025-08-28,8,Late,No Return,Unknown,0.0
506075,2024-11-22,2,Late,No Return,Unknown,0.0
506076,2024-09-09,7,Late,No Return,Unknown,0.0
506077,2024-11-16,6,On Time,No Return,Unknown,0.0
506078,2024-06-16,6,On Time,No Return,Unknown,0.0
506079,2025-09-05,2,Late,No Return,Unknown,0.0
506080,2025-01-09,6,On Time,No Return,Unknown,0.0
506081,2024-07-09,6,On Time,No Return,Unknown,0.0
506082,2024-10-08,6,On Time,No Return,Unknown,0.0
506083,2025-06-18,6,On Time,No Return,Unknown,0.0
506084,2025-03-18,7,Late,No Return,Unknown,0.0
506085,2024-09-19,3,On Time,No Return,Unknown,0.0
506086,2024-09-04,3,On Time,No Return,Unknown,0.0
506087,2024-12-12,9,Late,No Return,Unknown,0.0
506088,2024-02-26,7,Late,Returned,Damaged,824.45
506089,2024-10-03,5,On Time,Returned,Damaged,478.48
506090,2024-08-23,1,On Time,Returned,Quality Issue,1589.26
506091,2025-08-12,6,On Time,No Return,Unknown,0.0
506092,2025-07-13,4,Late,No Return,Unknown,0.0
506093,2024-11-09,8,Late,No Return,Unknown,0.0
506094,2025-04-28,7,Late,No Return,Unknown,0.0
506095,2025-05-05,3,On Time,No Return,Unknown,0.0
506096,2024-03-22,2,Late,No Return,Unknown,0.0
506097,2024-10-17,5,On Time,No Return,Unknown,0.0
506098,2025-07-18,4,On Time,No Return,Unknown,0.0
506099,2024-04-13,6,On Time,No Return,Unknown,0.0
506100,2025-04-28,6,Late,No Return,Unknown,0.0
506101,2025-02-13,4,On Time,No Return,Unknown,0.0
506102,2025-06-28,8,Late,No Return,Unknown,0.0
506103,2025-12-31,5,On Time,No Return,Unknown,0.0
506104,2025-07-28,7,Late,No Return,Unknown,0.0
506105,2024-09-15,4,Late,No Return,Unknown,0.0
506106,2025-11-02,4,On Time,No Return,Unknown,0.0
506107,2025-05-05,4,Late,Returned,Damaged,4335.96
506108,2025-11-08,5,Late,No Return,Unknown,0.0
506109,2024-07-17,5,On Time,Returned,Damaged,1025.86
506110,2025-06-05,6,On Time,No Return,Unknown,0.0
506111,2025-04-12,4,Late,No Return,Unknown,0.0
506112,2025-05-25,7,Late,Returned,Late Delivery,1989.13
506113,2024-02-11,6,On Time,No Return,Unknown,0.0
506114,2024-01-18,2,Late,No Return,Unknown,0.0
506115,2025-10-16,6,On Time,No Return,Unknown,0.0
506116,2025-08-19,7,Late,No Return,Unknown,0.0
506117,2024-03-16,3,On Time,No Return,Unknown,0.0
506118,2024-11-23,8,Late,No Return,Unknown,0.0
506119,2024-09-05,4,Late,No Return,Unknown,0.0
506120,2024-07-20,7,Late,No Return,Unknown,0.0
506121,2024-04-03,5,Late,No Return,Unknown,0.0
506122,2024-05-25,7,Late,Returned,Quality Issue,308.84
506123,2025-07-21,5,On Time,No Return,Unknown,0.0
506124,2025-10-25,5,On Time,No Return,Unknown,0.0
506125,2025-02-05,5,On Time,No Return,Unknown,0.0
506126,2025-05-02,4,Late,No Return,Unknown,0.0
506127,2025-01-24,3,On Time,No Return,Unknown,0.0
506128,2025-01-08,6,On Time,No Return,Unknown,0.0
506129,2025-04-09,7,Not Delivered,No Return,Unknown,0.0
506130,2025-03-04,7,Late,No Return,Unknown,0.0
506131,2024-08-22,3,Late,No Return,Unknown,0.0
506132,2025-06-27,5,On Time,No Return,Unknown,0.0
506133,2024-12-14,5,On Time,Returned,Changed Mind,1047.35
506134,2025-12-25,5,On Time,No Return,Unknown,0.0
506135,2024-05-25,8,Late,No Return,Unknown,0.0
506136,2025-01-12,4,On Time,No Return,Unknown,0.0
506137,2025-03-17,5,On Time,No Return,Unknown,0.0
506138,2024-06-07,4,On Time,No Return,Unknown,0.0
506139,2025-06-07,5,Late,No Return,Unknown,0.0
506140,2024-04-28,4,Late,No Return,Unknown,0.0
506141,2024-04-06,5,Late,No Return,Unknown,0.0
506142,2024-12-17,6,On Time,No Return,Unknown,0.0
506143,2025-08-20,4,Late,No Return,Unknown,0.0
506144,2025-06-12,4,On Time,No Return,Unknown,0.0
506145,2025-08-14,8,Late,No Return,Unknown,0.0
506146,2024-04-03,3,Late,No Return,Unknown,0.0
506147,2025-12-05,5,On Time,No Return,Unknown,0.0
506148,2025-02-04,3,On Time,No Return,Unknown,0.0
506149,2024-04-21,7,Late,No Return,Unknown,0.0
506150,2025-08-23,5,On Time,No Return,Unknown,0.0
506151,2025-06-29,6,On Time,No Return,Unknown,0.0
506152,2024-10-10,5,On Time,No Return,Unknown,0.0
506153,2024-01-20,8,Late,No Return,Unknown,0.0
506154,2024-11-07,5,Late,No Return,Unknown,0.0
506155,2024-12-31,2,On Time,Returned,Quality Issue,5321.02
506156,2025-10-29,6,Not Delivered,No Return,Unknown,0.0
506157,2024-11-15,2,On Time,No Return,Unknown,0.0
506158,2025-06-25,4,On Time,No Return,Unknown,0.0
506159,2024-08-06,5,On Time,Returned,Wrong Item,774.92
506160,2024-11-14,5,On Time,No Return,Unknown,0.0
506161,2025-04-03,4,On Time,No Return,Unknown,0.0
506162,2025-02-06,4,Late,No Return,Unknown,0.0
506163,2024-08-12,3,On Time,No Return,Unknown,0.0
506164,2025-08-07,5,On Time,No Return,Unknown,0.0
506165,2024-09-24,6,On Time,No Return,Unknown,0.0
506166,2025-05-18,8,Late,No Return,Unknown,0.0
506167,2025-09-19,5,On Time,No Return,Unknown,0.0
506168,2024-05-13,4,Late,No Return,Unknown,0.0
506169,2024-06-12,5,On Time,No Return,Unknown,0.0
506170,2024-10-22,5,On Time,No Return,Unknown,0.0
506171,2025-06-29,3,On Time,No Return,Unknown,0.0
506172,2024-04-05,7,Late,No Return,Unknown,0.0
506173,2024-12-01,4,Late,No Return,Unknown,0.0
506174,2025-09-28,7,Late,No Return,Unknown,0.0
506175,2025-05-22,2,On Time,No Return,Unknown,0.0
506176,2024-05-15,6,On Time,No Return,Unknown,0.0
506177,2024-07-30,5,On Time,No Return,Unknown,0.0
506178,2024-12-28,3,On Time,No Return,Unknown,0.0
506179,2024-03-03,4,Not Delivered,No Return,Unknown,0.0
506180,2024-04-13,8,Late,Returned,Quality Issue,284.16
506181,2024-09-06,4,Late,No Return,Unknown,0.0
506182,2025-04-09,6,On Time,No Return,Unknown,0.0
506183,2024-05-30,6,On Time,No Return,Unknown,0.0
506184,2024-11-08,3,On Time,No Return,Unknown,0.0
506185,2025-10-04,6,On Time,No Return,Unknown,0.0
506186,2025-06-23,6,On Time,No Return,Unknown,0.0
506187,2025-01-18,3,On Time,No Return,Unknown,0.0
506188,2024-12-22,4,Late,Returned,Late Delivery,2046.64
506189,2024-10-13,2,Late,No Return,Unknown,0.0
506190,2025-12-23,4,Late,No Return,Unknown,0.0
506191,2025-05-20,4,Late,Returned,Quality Issue,3230.78
506192,2024-09-16,2,On Time,No Return,Unknown,0.0
506193,2024-02-28,7,Late,No Return,Unknown,0.0
506194,2025-07-07,4,On Time,No Return,Unknown,0.0
506195,2025-10-30,4,Late,No Return,Unknown,0.0
506196,2024-08-10,7,Late,No Return,Unknown,0.0
506197,2025-03-26,5,On Time,Returned,Wrong Item,1703.51
506198,2024-08-17,7,Late,No Return,Unknown,0.0
506199,2025-10-20,4,Late,No Return,Unknown,0.0
506200,2024-04-20,6,On Time,No Return,Unknown,0.0
506201,2025-06-07,2,Late,No Return,Unknown,0.0
506202,2025-01-22,5,Late,No Return,Unknown,0.0
506203,2024-04-28,5,On Time,No Return,Unknown,0.0
506204,2024-03-14,5,On Time,No Return,Unknown,0.0
506205,2025-01-03,4,On Time,No Return,Unknown,0.0
506206,2024-02-16,3,On Time,No Return,Unknown,0.0
506207,2025-11-18,7,Late,No Return,Unknown,0.0
506208,2024-08-04,6,Not Delivered,No Return,Unknown,0.0
506209,2024-10-07,5,On Time,No Return,Unknown,0.0
506210,2024-04-20,4,Late,Returned,Damaged,676.83
506211,2025-04-27,4,Late,No Return,Unknown,0.0
506212,2025-11-15,6,On Time,No Return,Unknown,0.0
506213,2024-07-29,6,On Time,No Return,Unknown,0.0
506214,2024-05-02,4,On Time,No Return,Unknown,0.0
506215,2025-05-03,3,On Time,No Return,Unknown,0.0
506216,2024-04-22,4,Late,No Return,Unknown,0.0
506217,2025-04-01,3,On Time,No Return,Unknown,0.0
506218,2024-08-30,4,Late,No Return,Unknown,0.0
506219,2024-01-11,3,Not Delivered,No Return,Unknown,0.0
506220,2025-05-31,5,On Time,No Return,Unknown,0.0
506221,2024-02-17,5,On Time,No Return,Unknown,0.0
506222,2025-02-01,4,Late,No Return,Unknown,0.0
506223,2024-05-13,2,Late,No Return,Unknown,0.0
506224,2025-12-22,4,Late,No Return,Unknown,0.0
506225,2025-02-03,6,On Time,No Return,Unknown,0.0
506226,2025-07-17,6,On Time,No Return,Unknown,0.0
506227,2024-07-24,8,Late,No Return,Unknown,0.0
506228,2025-04-15,7,Late,No Return,Unknown,0.0
506229,2024-05-07,7,Late,No Return,Unknown,0.0
506230,2024-10-31,5,On Time,No Return,Unknown,0.0
506231,2024-08-11,4,Late,Returned,Damaged,702.03
506232,2024-04-07,4,Not Delivered,No Return,Unknown,0.0
506233,2024-10-24,6,On Time,No Return,Unknown,0.0
506234,2024-06-06,5,Late,Returned,Damaged,2928.1
506235,2025-06-15,7,Late,No Return,Unknown,0.0
506236,2025-12-23,4,Not Delivered,No Return,Unknown,0.0
506237,2025-03-03,6,On Time,No Return,Unknown,0.0
506238,2024-06-10,4,On Time,No Return,Unknown,0.0
506239,2024-10-01,5,On Time,No Return,Unknown,0.0
506240,2025-08-10,8,Late,Returned,Quality Issue,1601.14
506241,2024-09-17,4,Late,No Return,Unknown,0.0
506242,2025-12-07,6,On Time,No Return,Unknown,0.0
506243,2025-06-03,5,Late,No Return,Unknown,0.0
506244,2024-08-25,1,On Time,No Return,Unknown,0.0
506245,2025-03-25,5,On Time,No Return,Unknown,0.0
506246,2025-10-08,3,On Time,No Return,Unknown,0.0
506247,2024-06-23,4,On Time,No Return,Unknown,0.0
506248,2024-10-03,7,Late,No Return,Unknown,0.0
506249,2025-08-29,6,On Time,Returned,Wrong Item,453.0
506250,2025-09-12,6,On Time,No Return,Unknown,0.0
506251,2025-10-03,5,On Time,No Return,Unknown,0.0
506252,2024-03-14,7,Late,No Return,Unknown,0.0
506253,2024-01-11,3,Late,No Return,Unknown,0.0
506254,2025-07-11,2,Not Delivered,No Return,Unknown,0.0
506255,2025-03-26,3,Late,No Return,Unknown,0.0
506256,2024-05-20,6,Late,No Return,Unknown,0.0
506257,2024-01-27,2,Late,No Return,Unknown,0.0
506258,2025-04-15,6,On Time,No Return,Unknown,0.0
506259,2025-01-14,6,Late,No Return,Unknown,0.0
506260,2024-07-21,7,Late,No Return,Unknown,0.0
506261,2025-12-10,6,On Time,No Return,Unknown,0.0
506262,2025-02-08,3,On Time,Returned,Damaged,6148.78
506263,2024-05-07,6,Not Delivered,No Return,Unknown,0.0
506264,2025-07-17,5,On Time,No Return,Unknown,0.0
506265,2024-07-30,3,On Time,No Return,Unknown,0.0
506266,2024-11-02,6,On Time,No Return,Unknown,0.0
506267,2025-08-31,8,Late,No Return,Unknown,0.0
506268,2025-06-02,4,Late,No Return,Unknown,0.0
506269,2025-10-19,1,On Time,No Return,Unknown,0.0
506270,2025-06-25,8,Late,No Return,Unknown,0.0
506271,2024-02-09,1,On Time,No Return,Unknown,0.0
506272,2025-09-15,5,Late,No Return,Unknown,0.0
506273,2025-09-09,6,On Time,No Return,Unknown,0.0
506274,2024-07-29,5,On Time,No Return,Unknown,0.0
506275,2025-08-08,3,On Time,No Return,Unknown,0.0
506276,2025-11-16,5,On Time,No Return,Unknown,0.0
506277,2025-11-28,1,On Time,No Return,Unknown,0.0
506278,2025-02-21,6,On Time,No Return,Unknown,0.0
506279,2024-12-05,7,Late,No Return,Unknown,0.0
506280,2024-08-03,8,Late,No Return,Unknown,0.0
506281,2025-02-15,7,Late,No Return,Unknown,0.0
506282,2025-01-27,5,Late,No Return,Unknown,0.0
506283,2025-05-07,6,On Time,No Return,Unknown,0.0
506284,2025-01-22,6,On Time,No Return,Unknown,0.0
506285,2024-10-01,4,Late,No Return,Unknown,0.0
506286,2025-03-18,6,On Time,No Return,Unknown,0.0
506287,2025-03-10,5,On Time,Returned,Damaged,1540.48
506288,2025-10-14,6,On Time,No Return,Unknown,0.0
506289,2025-10-22,3,On Time,No Return,Unknown,0.0
506290,2024-12-14,4,On Time,Returned,Changed Mind,2427.28
506291,2024-06-04,7,Late,No Return,Unknown,0.0
506292,2025-09-23,4,Late,Returned,Late Delivery,2384.8
506293,2025-02-02,7,Late,No Return,Unknown,0.0
506294,2024-07-08,3,On Time,No Return,Unknown,0.0
506295,2024-01-26,6,On Time,No Return,Unknown,0.0
506296,2024-12-07,4,On Time,No Return,Unknown,0.0
506297,2025-01-11,4,Late,Returned,Damaged,9103.47
506298,2024-03-12,5,On Time,No Return,Unknown,0.0
506299,2025-03-17,3,On Time,No Return,Unknown,0.0
506300,2024-03-04,2,Late,No Return,Unknown,0.0
506301,2025-05-06,6,On Time,No Return,Unknown,0.0
506302,2025-09-17,4,Late,No Return,Unknown,0.0
506303,2025-07-28,7,Late,No Return,Unknown,0.0
506304,2024-03-29,4,Late,No Return,Unknown,0.0
506305,2025-02-17,8,Late,Returned,Damaged,497.62
506306,2025-01-30,1,On Time,No Return,Unknown,0.0
506307,2025-09-14,4,On Time,No Return,Unknown,0.0
506308,2025-06-13,6,On Time,No Return,Unknown,0.0
506309,2024-07-02,8,Late,No Return,Unknown,0.0
506310,2025-01-01,8,Late,No Return,Unknown,0.0
506311,2025-06-28,6,On Time,No Return,Unknown,0.0
506312,2024-10-21,4,Late,No Return,Unknown,0.0
506313,2024-05-14,5,Late,No Return,Unknown,0.0
506314,2025-04-27,4,Late,No Return,Unknown,0.0
506315,2025-10-14,5,On Time,Returned,Changed Mind,380.3
506316,2025-06-19,4,On Time,No Return,Unknown,0.0
506317,2024-09-24,4,On Time,No Return,Unknown,0.0
506318,2025-11-09,8,Late,No Return,Unknown,0.0
506319,2025-05-22,5,Late,No Return,Unknown,0.0
506320,2024-06-11,3,On Time,No Return,Unknown,0.0
506321,2025-06-29,8,Late,No Return,Unknown,0.0
506322,2024-03-29,8,Not Delivered,No Return,Unknown,0.0
506323,2025-02-19,3,On Time,No Return,Unknown,0.0
506324,2025-04-24,5,Late,No Return,Unknown,0.0
506325,2024-01-23,5,On Time,No Return,Unknown,0.0
506326,2024-03-13,4,Late,No Return,Unknown,0.0
506327,2024-05-15,6,On Time,No Return,Unknown,0.0
506328,2025-10-14,6,On Time,Returned,Damaged,8506.44
506329,2026-01-04,5,On Time,No Return,Unknown,0.0
506330,2024-11-11,6,On Time,No Return,Unknown,0.0
506331,2025-05-06,5,On Time,No Return,Unknown,0.0
506332,2024-01-20,5,On Time,No Return,Unknown,0.0
506333,2025-05-15,5,On Time,No Return,Unknown,0.0
506334,2024-07-08,4,Late,No Return,Unknown,0.0
506335,2025-02-26,6,On Time,No Return,Unknown,0.0
506336,2025-12-10,3,On Time,No Return,Unknown,0.0
506337,2025-12-07,4,On Time,No Return,Unknown,0.0
506338,2025-03-12,5,Late,No Return,Unknown,0.0
506339,2024-03-11,5,On Time,No Return,Unknown,0.0
506340,2024-03-27,6,On Time,No Return,Unknown,0.0
506341,2024-02-13,8,Late,No Return,Unknown,0.0
506342,2024-01-18,1,On Time,No Return,Unknown,0.0
506343,2025-06-05,8,Late,No Return,Unknown,0.0
506344,2024-02-09,7,Late,No Return,Unknown,0.0
506345,2024-12-18,4,Not Delivered,No Return,Unknown,0.0
506346,2025-01-19,5,On Time,No Return,Unknown,0.0
506347,2025-05-25,3,Late,No Return,Unknown,0.0
506348,2025-10-13,6,On Time,No Return,Unknown,0.0
506349,2024-09-25,2,On Time,No Return,Unknown,0.0
506350,2025-06-06,6,On Time,No Return,Unknown,0.0
506351,2025-05-04,5,On Time,No Return,Unknown,0.0
506352,2024-12-19,7,Late,No Return,Unknown,0.0
506353,2025-09-03,9,Not Delivered,No Return,Unknown,0.0
506354,2025-10-30,5,On Time,No Return,Unknown,0.0
506355,2025-03-27,9,Not Delivered,No Return,Unknown,0.0
506356,2025-01-18,6,On Time,No Return,Unknown,0.0
506357,2025-09-24,3,On Time,No Return,Unknown,0.0
506358,2025-07-30,4,On Time,No Return,Unknown,0.0
506359,2024-12-30,7,Late,No Return,Unknown,0.0
506360,2025-06-26,5,On Time,No Return,Unknown,0.0
506361,2025-09-15,3,On Time,No Return,Unknown,0.0
506362,2024-08-04,7,Late,No Return,Unknown,0.0
506363,2024-02-19,8,Late,No Return,Unknown,0.0
506364,2024-01-18,5,Late,No Return,Unknown,0.0
506365,2025-08-29,6,Late,No Return,Unknown,0.0
506366,2025-08-28,6,On Time,No Return,Unknown,0.0
506367,2025-05-08,5,Late,No Return,Unknown,0.0
506368,2024-07-09,4,Late,No Return,Unknown,0.0
506369,2024-03-08,5,Late,Returned,Damaged,747.54
506370,2024-12-06,5,On Time,No Return,Unknown,0.0
506371,2025-07-15,7,Late,Returned,Quality Issue,6662.06
506372,2024-03-19,4,On Time,No Return,Unknown,0.0
506373,2024-06-03,6,On Time,No Return,Unknown,0.0
506374,2025-11-28,4,On Time,No Return,Unknown,0.0
506375,2024-07-31,6,On Time,No Return,Unknown,0.0
506376,2025-11-27,4,On Time,No Return,Unknown,0.0
506377,2025-11-18,3,On Time,No Return,Unknown,0.0
506378,2024-09-01,4,On Time,No Return,Unknown,0.0
506379,2025-11-14,8,Late,No Return,Unknown,0.0
506380,2025-08-04,7,Late,Returned,Late Delivery,4919.73
506381,2024-08-27,5,On Time,No Return,Unknown,0.0
506382,2024-05-11,7,Late,No Return,Unknown,0.0
506383,2024-09-20,7,Late,Returned,Quality Issue,356.38
506384,2024-04-07,6,On Time,No Return,Unknown,0.0
506385,2025-12-08,1,On Time,No Return,Unknown,0.0
506386,2024-08-01,7,Late,No Return,Unknown,0.0
506387,2025-02-24,4,On Time,No Return,Unknown,0.0
506388,2024-10-22,8,Late,Returned,Late Delivery,143.84
506389,2024-08-06,4,Not Delivered,No Return,Unknown,0.0
506390,2025-12-06,8,Late,No Return,Unknown,0.0
506391,2025-10-05,6,On Time,Returned,Changed Mind,2596.81
506392,2025-05-31,5,On Time,No Return,Unknown,0.0
506393,2025-08-01,6,On Time,No Return,Unknown,0.0
506394,2025-01-08,6,On Time,No Return,Unknown,0.0
506395,2025-02-07,3,On Time,No Return,Unknown,0.0
506396,2024-07-23,4,On Time,No Return,Unknown,0.0
506397,2025-08-11,8,Late,No Return,Unknown,0.0
506398,2024-10-16,5,Late,No Return,Unknown,0.0
506399,2024-03-09,6,On Time,No Return,Unknown,0.0
506400,2025-10-09,2,Late,Returned,Quality Issue,1852.69
506401,2024-12-30,4,On Time,Returned,Changed Mind,3086.73
506402,2024-07-10,5,On Time,No Return,Unknown,0.0
506403,2025-05-03,6,On Time,No Return,Unknown,0.0
506404,2025-01-10,5,On Time,No Return,Unknown,0.0
506405,2024-01-26,5,Late,No Return,Unknown,0.0
506406,2024-11-09,6,On Time,No Return,Unknown,0.0
506407,2024-02-18,3,On Time,No Return,Unknown,0.0
506408,2024-07-15,3,On Time,No Return,Unknown,0.0
506409,2024-03-01,4,Late,No Return,Unknown,0.0
506410,2025-07-13,6,On Time,No Return,Unknown,0.0
506411,2025-04-06,5,Late,No Return,Unknown,0.0
506412,2024-11-30,2,Late,No Return,Unknown,0.0
506413,2024-01-23,7,Late,No Return,Unknown,0.0
506414,2025-10-10,4,Late,No Return,Unknown,0.0
506415,2025-05-31,4,Not Delivered,No Return,Unknown,0.0
506416,2024-06-05,7,Late,No Return,Unknown,0.0
506417,2025-09-27,2,Late,No Return,Unknown,0.0
506418,2024-08-06,6,On Time,No Return,Unknown,0.0
506419,2025-01-29,4,On Time,No Return,Unknown,0.0
506420,2024-10-12,5,On Time,No Return,Unknown,0.0
506421,2025-10-19,6,Not Delivered,No Return,Unknown,0.0
506422,2025-11-07,6,On Time,No Return,Unknown,0.0
506423,2025-06-26,4,On Time,No Return,Unknown,0.0
506424,2024-12-11,4,Late,No Return,Unknown,0.0
506425,2025-11-07,3,On Time,No Return,Unknown,0.0
506426,2025-09-27,6,On Time,No Return,Unknown,0.0
506427,2024-12-07,5,On Time,No Return,Unknown,0.0
506428,2024-03-21,6,On Time,No Return,Unknown,0.0
506429,2024-04-04,2,Late,No Return,Unknown,0.0
506430,2025-07-04,5,Not Delivered,No Return,Unknown,0.0
506431,2024-04-28,4,Late,No Return,Unknown,0.0
506432,2025-03-01,5,Late,No Return,Unknown,0.0
506433,2024-04-27,5,Late,No Return,Unknown,0.0
506434,2025-01-07,5,Not Delivered,No Return,Unknown,0.0
506435,2024-03-05,5,On Time,No Return,Unknown,0.0
506436,2024-10-11,3,On Time,No Return,Unknown,0.0
506437,2024-09-01,8,Late,No Return,Unknown,0.0
506438,2025-10-04,5,On Time,No Return,Unknown,0.0
506439,2024-02-17,3,On Time,No Return,Unknown,0.0
506440,2024-07-22,7,Late,No Return,Unknown,0.0
506441,2025-12-31,7,Late,No Return,Unknown,0.0
506442,2025-05-20,7,Late,No Return,Unknown,0.0
506443,2025-08-10,5,On Time,No Return,Unknown,0.0
506444,2025-04-01,8,Late,No Return,Unknown,0.0
506445,2025-11-15,6,On Time,Returned,Quality Issue,470.49
506446,2024-07-17,4,Late,No Return,Unknown,0.0
506447,2025-11-21,6,On Time,No Return,Unknown,0.0
506448,2024-07-20,7,Late,No Return,Unknown,0.0
506449,2025-08-02,5,On Time,No Return,Unknown,0.0
506450,2025-08-09,5,On Time,No Return,Unknown,0.0
506451,2024-11-07,2,Late,No Return,Unknown,0.0
506452,2025-08-18,5,Late,No Return,Unknown,0.0
506453,2025-07-07,6,On Time,No Return,Unknown,0.0
506454,2025-01-28,5,On Time,No Return,Unknown,0.0
506455,2025-12-16,9,Late,No Return,Unknown,0.0
506456,2025-03-18,8,Late,No Return,Unknown,0.0
506457,2026-01-03,5,On Time,No Return,Unknown,0.0
506458,2025-10-29,7,Late,Returned,Quality Issue,12591.29
506459,2025-05-16,6,On Time,No Return,Unknown,0.0
506460,2024-07-24,5,On Time,No Return,Unknown,0.0
506461,2025-11-02,6,On Time,No Return,Unknown,0.0
506462,2025-06-21,4,On Time,No Return,Unknown,0.0
506463,2024-10-28,5,Not Delivered,No Return,Unknown,0.0
506464,2025-05-11,3,On Time,No Return,Unknown,0.0
506465,2026-01-02,6,On Time,No Return,Unknown,0.0
506466,2024-12-01,5,Late,No Return,Unknown,0.0
506467,2025-10-02,7,Late,Returned,Changed Mind,4487.45
506468,2024-09-19,2,On Time,No Return,Unknown,0.0
506469,2024-02-29,5,On Time,No Return,Unknown,0.0
506470,2024-10-14,6,On Time,No Return,Unknown,0.0
506471,2025-10-04,5,On Time,No Return,Unknown,0.0
506472,2025-03-23,6,On Time,No Return,Unknown,0.0
506473,2024-09-23,8,Late,No Return,Unknown,0.0
506474,2025-07-19,4,Late,No Return,Unknown,0.0
506475,2024-05-30,5,On Time,No Return,Unknown,0.0
506476,2025-02-02,8,Late,Returned,Damaged,562.08
506477,2025-01-12,5,On Time,Returned,Damaged,470.97
506478,2024-02-19,5,Late,No Return,Unknown,0.0
506479,2025-02-07,7,Late,No Return,Unknown,0.0
506480,2024-09-24,6,On Time,Returned,Quality Issue,1966.98
506481,2025-04-27,4,On Time,No Return,Unknown,0.0
506482,2025-07-22,4,On Time,Returned,Changed Mind,849.37
506483,2025-05-04,5,On Time,Returned,Quality Issue,13307.86
506484,2025-12-12,4,On Time,No Return,Unknown,0.0
506485,2025-06-05,6,On Time,No Return,Unknown,0.0
506486,2025-07-29,4,On Time,No Return,Unknown,0.0
506487,2025-11-19,4,Late,No Return,Unknown,0.0
506488,2025-08-13,7,Late,No Return,Unknown,0.0
506489,2025-05-05,5,On Time,No Return,Unknown,0.0
506490,2025-08-16,7,Late,No Return,Unknown,0.0
506491,2025-04-16,6,Not Delivered,No Return,Unknown,0.0
506492,2025-04-18,8,Late,No Return,Unknown,0.0
506493,2024-01-28,6,On Time,No Return,Unknown,0.0
506494,2025-02-06,7,Late,No Return,Unknown,0.0
506495,2024-07-31,4,On Time,No Return,Unknown,0.0
